"jahr","gemnr","pop"
"2017","41602",4528
"2018","41602",4553
"2019","41602",4601
"2020","41602",4672
"2021","41602",4633
"2022","41602",4696
"2023","41602",4740
"2024","41602",4741
"2025","41602",4835
"2002","41603",3884
"2003","41603",3936
"2004","41603",3954
"2005","41603",4006
"2006","41603",4022
"2007","41603",4050
"2008","41603",4039
"2009","41603",4034
"2010","41603",4080
"2011","41603",4063
"2012","41603",4083
"2013","41603",4075
"2014","41603",4116
"2015","41603",4105
"2016","41603",4210
"2017","41603",4211
"2018","41603",4180
"2019","41603",4245
"2020","41603",4260
"2021","41603",4270
"2022","41603",4297
"2023","41603",4404
"2024","41603",4433
"2025","41603",4434
"2002","41604",1844
"2003","41604",1855
"2004","41604",1880
"2005","41604",1917
"2006","41604",1954
"2007","41604",1953
"2008","41604",1988
"2009","41604",2003
"2010","41604",2020
"2011","41604",2040
"2012","41604",2043
"2013","41604",2062
"2014","41604",2069
"2015","41604",2040
"2016","41604",2065
"2017","41604",2107
"2018","41604",2105
"2019","41604",2097
"2020","41604",2128
"2021","41604",2101
"2022","41604",2090
"2023","41604",2146
"2024","41604",2152
"2025","41604",2141
"2002","41605",7559
"2003","41605",7720
"2004","41605",7782
"2005","41605",7805
"2006","41605",7981
"2007","41605",8070
"2008","41605",8245
"2009","41605",8273
"2010","41605",8326
"2011","41605",8400
"2012","41605",8527
"2013","41605",8552
"2014","41605",8542
"2015","41605",8614
"2016","41605",8661
"2017","41605",8741
"2018","41605",8790
"2019","41605",8811
"2020","41605",8840
"2021","41605",8859
"2022","41605",9054
"2023","41605",9092
"2024","41605",9092
"2025","41605",9099
"2002","41606",5096
"2003","41606",5135
"2004","41606",5163
"2005","41606",5179
"2006","41606",5217
"2007","41606",5212
"2008","41606",5186
"2009","41606",5149
"2010","41606",5141
"2011","41606",5133
"2012","41606",5170
"2013","41606",5203
"2014","41606",5250
"2015","41606",5286
"2016","41606",5275
"2017","41606",5337
"2018","41606",5361
"2019","41606",5380
"2020","41606",5395
"2021","41606",5361
"2022","41606",5426
"2023","41606",5504
"2024","41606",5493
"2025","41606",5580
"2002","41607",6013
"2003","41607",6051
"2004","41607",6184
"2005","41607",6252
"2006","41607",6284
"2007","41607",6312
"2008","41607",6294
"2009","41607",6262
"2010","41607",6233
"2011","41607",6238
"2012","41607",6173
"2013","41607",6204
"2014","41607",6194
"2015","41607",6199
"2016","41607",6310
"2017","41607",6450
"2018","41607",6492
"2019","41607",6503
"2020","41607",6567
"2021","41607",6625
"2022","41607",6623
"2023","41607",6643
"2024","41607",6689
"2025","41607",6747
"2002","41608",873
"2003","41608",889
"2004","41608",880
"2005","41608",883
"2006","41608",893
"2007","41608",913
"2008","41608",915
"2009","41608",930
"2010","41608",953
"2011","41608",946
"2012","41608",931
"2013","41608",920
"2014","41608",913
"2015","41608",918
"2016","41608",894
"2017","41608",850
"2018","41608",840
"2019","41608",835
"2020","41608",813
"2021","41608",797
"2022","41608",783
"2023","41608",775
"2024","41608",761
"2025","41608",750
"2002","41609",4553
"2003","41609",4592
"2004","41609",4612
"2005","41609",4617
"2006","41609",4553
"2007","41609",4586
"2008","41609",4613
"2009","41609",4627
"2010","41609",4634
"2011","41609",4670
"2012","41609",4748
"2013","41609",4841
"2014","41609",4877
"2015","41609",4965
"2016","41609",5038
"2017","41609",5108
"2018","41609",5102
"2019","41609",5136
"2020","41609",5114
"2021","41609",5100
"2022","41609",5122
"2023","41609",5095
"2024","41609",5092
"2025","41609",5137
"2002","41610",796
"2003","41610",826
"2004","41610",822
"2005","41610",829
"2006","41610",834
"2007","41610",845
"2008","41610",863
"2009","41610",854
"2010","41610",853
"2011","41610",856
"2012","41610",873
"2013","41610",879
"2014","41610",868
"2015","41610",872
"2016","41610",888
"2017","41610",895
"2018","41610",904
"2019","41610",919
"2020","41610",921
"2021","41610",921
"2022","41610",937
"2023","41610",939
"2024","41610",974
"2025","41610",973
"2002","41611",2094
"2003","41611",2089
"2004","41611",2101
"2005","41611",2082
"2006","41611",2111
"2007","41611",2139
"2008","41611",2133
"2009","41611",2139
"2010","41611",2133
"2011","41611",2159
"2012","41611",2165
"2013","41611",2175
"2014","41611",2194
"2015","41611",2183
"2016","41611",2251
"2017","41611",2260
"2018","41611",2303
"2019","41611",2337
"2020","41611",2325
"2021","41611",2349
"2022","41611",2364
"2023","41611",2371
"2024","41611",2366
"2025","41611",2428
"2002","41612",2368
"2003","41612",2350
"2004","41612",2373
"2005","41612",2388
"2006","41612",2383
"2007","41612",2374
"2008","41612",2385
"2009","41612",2421
"2010","41612",2419
"2011","41612",2434
"2012","41612",2433
"2013","41612",2453
"2014","41612",2434
"2015","41612",2439
"2016","41612",2471
"2017","41612",2513
"2018","41612",2506
"2019","41612",2571
"2020","41612",2655
"2021","41612",2675
"2022","41612",2705
"2023","41612",2725
"2024","41612",2754
"2025","41612",2741
"2002","41613",1900
"2003","41613",1884
"2004","41613",1911
"2005","41613",1939
"2006","41613",1965
"2007","41613",1969
"2008","41613",1995
"2009","41613",1994
"2010","41613",1985
"2011","41613",2000
"2012","41613",2022
"2013","41613",2037
"2014","41613",2044
"2015","41613",2045
"2016","41613",2103
"2017","41613",2162
"2018","41613",2138
"2019","41613",2174
"2020","41613",2201
"2021","41613",2187
"2022","41613",2211
"2023","41613",2224
"2024","41613",2221
"2025","41613",2247
"2002","41614",2378
"2003","41614",2395
"2004","41614",2391
"2005","41614",2428
"2006","41614",2465
"2007","41614",2525
"2008","41614",2601
"2009","41614",2620
"2010","41614",2598
"2011","41614",2605
"2012","41614",2585
"2013","41614",2595
"2014","41614",2626
"2015","41614",2664
"2016","41614",2687
"2017","41614",2656
"2018","41614",2637
"2019","41614",2667
"2020","41614",2728
"2021","41614",2787
"2022","41614",2844
"2023","41614",2855
"2024","41614",2890
"2025","41614",2904
"2002","41615",3019
"2003","41615",3060
"2004","41615",3074
"2005","41615",3072
"2006","41615",3104
"2007","41615",3100
"2008","41615",3112
"2009","41615",3122
"2010","41615",3112
"2011","41615",3147
"2012","41615",3167
"2013","41615",3162
"2014","41615",3145
"2015","41615",3136
"2016","41615",3157
"2017","41615",3188
"2018","41615",3202
"2019","41615",3191
"2020","41615",3196
"2021","41615",3168
"2022","41615",3141
"2023","41615",3246
"2024","41615",3229
"2025","41615",3254
"2002","41616",476
"2003","41616",473
"2004","41616",478
"2005","41616",468
"2006","41616",472
"2007","41616",480
"2008","41616",477
"2009","41616",476
"2010","41616",489
"2011","41616",498
"2012","41616",511
"2013","41616",511
"2014","41616",514
"2015","41616",533
"2016","41616",525
"2017","41616",540
"2018","41616",539
"2019","41616",544
"2020","41616",561
"2021","41616",564
"2022","41616",564
"2023","41616",562
"2024","41616",581
"2025","41616",588
"2002","41617",4351
"2003","41617",4347
"2004","41617",4335
"2005","41617",4390
"2006","41617",4450
"2007","41617",4463
"2008","41617",4447
"2009","41617",4476
"2010","41617",4453
"2011","41617",4468
"2012","41617",4512
"2013","41617",4500
"2014","41617",4469
"2015","41617",4515
"2016","41617",4639
"2017","41617",4717
"2018","41617",4721
"2019","41617",4767
"2020","41617",4738
"2021","41617",4764
"2022","41617",4800
"2023","41617",4771
"2024","41617",4771
"2025","41617",4748
"2002","41618",4636
"2003","41618",4599
"2004","41618",4558
"2005","41618",4532
"2006","41618",4531
"2007","41618",4471
"2008","41618",4477
"2009","41618",4428
"2010","41618",4390
"2011","41618",4414
"2012","41618",4442
"2013","41618",4471
"2014","41618",4430
"2015","41618",4414
"2016","41618",4426
"2017","41618",4462
"2018","41618",4445
"2019","41618",4453
"2020","41618",4477
"2021","41618",4531
"2022","41618",4560
"2023","41618",4652
"2024","41618",4663
"2025","41618",4695
"2002","41619",1159
"2003","41619",1168
"2004","41619",1164
"2005","41619",1183
"2006","41619",1202
"2007","41619",1180
"2008","41619",1186
"2009","41619",1214
"2010","41619",1225
"2011","41619",1236
"2012","41619",1242
"2013","41619",1256
"2014","41619",1258
"2015","41619",1294
"2016","41619",1280
"2017","41619",1322
"2018","41619",1329
"2019","41619",1302
"2020","41619",1323
"2021","41619",1321
"2022","41619",1335
"2023","41619",1338
"2024","41619",1321
"2025","41619",1355
"2002","41620",1380
"2003","41620",1419
"2004","41620",1407
"2005","41620",1411
"2006","41620",1434
"2007","41620",1418
"2008","41620",1432
"2009","41620",1474
"2010","41620",1465
"2011","41620",1463
"2012","41620",1470
"2013","41620",1466
"2014","41620",1511
"2015","41620",1519
"2016","41620",1521
"2017","41620",1534
"2018","41620",1513
"2019","41620",1519
"2020","41620",1491
"2021","41620",1489
"2022","41620",1492
"2023","41620",1516
"2024","41620",1548
"2025","41620",1553
"2002","41621",1300
"2003","41621",1311
"2004","41621",1311
"2005","41621",1312
"2006","41621",1329
"2007","41621",1314
"2008","41621",1300
"2009","41621",1293
"2010","41621",1280
"2011","41621",1298
"2012","41621",1272
"2013","41621",1271
"2014","41621",1272
"2015","41621",1270
"2016","41621",1289
"2017","41621",1314
"2018","41621",1332
"2019","41621",1304
"2020","41621",1304
"2021","41621",1315
"2022","41621",1335
"2023","41621",1318
"2024","41621",1325
"2025","41621",1321
"2002","41622",1501
"2003","41622",1503
"2004","41622",1512
"2005","41622",1524
"2006","41622",1537
"2007","41622",1558
"2008","41622",1558
"2009","41622",1564
"2010","41622",1558
"2011","41622",1552
"2012","41622",1536
"2013","41622",1542
"2014","41622",1573
"2015","41622",1564
"2016","41622",1588
"2017","41622",1581
"2018","41622",1569
"2019","41622",1587
"2020","41622",1579
"2021","41622",1581
"2022","41622",1616
"2023","41622",1650
"2024","41622",1654
"2025","41622",1619
"2002","41623",790
"2003","41623",777
"2004","41623",791
"2005","41623",799
"2006","41623",808
"2007","41623",805
"2008","41623",810
"2009","41623",808
"2010","41623",833
"2011","41623",840
"2012","41623",867
"2013","41623",888
"2014","41623",898
"2015","41623",919
"2016","41623",919
"2017","41623",941
"2018","41623",966
"2019","41623",995
"2020","41623",1019
"2021","41623",1060
"2022","41623",1094
"2023","41623",1106
"2024","41623",1124
"2025","41623",1115
"2002","41624",4770
"2003","41624",4796
"2004","41624",4708
"2005","41624",4751
"2006","41624",4772
"2007","41624",4739
"2008","41624",4686
"2009","41624",4647
"2010","41624",4729
"2011","41624",4758
"2012","41624",4786
"2013","41624",4797
"2014","41624",4822
"2015","41624",5019
"2016","41624",5070
"2017","41624",4943
"2018","41624",4889
"2019","41624",4888
"2020","41624",4932
"2021","41624",4934
"2022","41624",5120
"2023","41624",5107
"2024","41624",5039
"2025","41624",5005
"2002","41626",3804
"2003","41626",3793
"2004","41626",3781
"2005","41626",3842
"2006","41626",3901
"2007","41626",3875
"2008","41626",3862
"2009","41626",3887
"2010","41626",3883
"2011","41626",3875
"2012","41626",3901
"2013","41626",3968
"2014","41626",3993
"2015","41626",4019
"2016","41626",4040
"2017","41626",4127
"2018","41626",4095
"2019","41626",4144
"2020","41626",4158
"2021","41626",4214
"2022","41626",4273
"2023","41626",4343
"2024","41626",4327
"2025","41626",4290
"2002","41627",1778
"2003","41627",1761
"2004","41627",1761
"2005","41627",1768
"2006","41627",1743
"2007","41627",1750
"2008","41627",1765
"2009","41627",1754
"2010","41627",1765
"2011","41627",1742
"2012","41627",1724
"2013","41627",1708
"2014","41627",1740
"2015","41627",1811
"2016","41627",1796
"2017","41627",1772
"2018","41627",1752
"2019","41627",1753
"2020","41627",1754
"2021","41627",1745
"2022","41627",1733
"2023","41627",1785
"2024","41627",1804
"2025","41627",1807
"2002","41628",2658
"2003","41628",2627
"2004","41628",2597
"2005","41628",2602
"2006","41628",2595
"2007","41628",2583
"2008","41628",2558
"2009","41628",2588
"2010","41628",2578
"2011","41628",2573
"2012","41628",2570
"2013","41628",2588
"2014","41628",2582
"2015","41628",2591
"2016","41628",2619
"2017","41628",2653
"2018","41628",2653
"2019","41628",2640
"2020","41628",2674
"2021","41628",2670
"2022","41628",2714
"2023","41628",2742
"2024","41628",2763
"2025","41628",2758
"2002","41701",3627
"2003","41701",3553
"2004","41701",3567
"2005","41701",3504
"2006","41701",3538
"2007","41701",3526
"2008","41701",3525
"2009","41701",3505
"2010","41701",3428
"2011","41701",3416
"2012","41701",3464
"2013","41701",3446
"2014","41701",3408
"2015","41701",3409
"2016","41701",3409
"2017","41701",3417
"2018","41701",3376
"2019","41701",3350
"2020","41701",3382
"2021","41701",3388
"2022","41701",3389
"2023","41701",3367
"2024","41701",3412
"2025","41701",3441
"2002","41702",1506
"2003","41702",1506
"2004","41702",1513
"2005","41702",1502
"2006","41702",1551
"2007","41702",1539
"2008","41702",1577
"2009","41702",1571
"2010","41702",1582
"2011","41702",1563
"2012","41702",1588
"2013","41702",1588
"2014","41702",1590
"2015","41702",1609
"2016","41702",1604
"2017","41702",1599
"2018","41702",1585
"2019","41702",1583
"2020","41702",1604
"2021","41702",1616
"2022","41702",1630
"2023","41702",1634
"2024","41702",1646
"2025","41702",1672
"2002","41703",8793
"2003","41703",8838
"2004","41703",8919
"2005","41703",8982
"2006","41703",8955
"2007","41703",8993
"2008","41703",8940
"2009","41703",8867
"2010","41703",8921
"2011","41703",8887
"2012","41703",8861
"2013","41703",8808
"2014","41703",8806
"2015","41703",8758
"2016","41703",8839
"2017","41703",8844
"2018","41703",8944
"2019","41703",9042
"2020","41703",9100
"2021","41703",9101
"2022","41703",9107
"2023","41703",9201
"2024","41703",9220
"2025","41703",9289
"2002","41704",1147
"2003","41704",1171
"2004","41704",1174
"2005","41704",1157
"2006","41704",1155
"2007","41704",1164
"2008","41704",1178
"2009","41704",1175
"2010","41704",1156
"2011","41704",1153
"2012","41704",1176
"2013","41704",1166
"2014","41704",1163
"2015","41704",1169
"2016","41704",1178
"2017","41704",1180
"2018","41704",1196
"2019","41704",1207
"2020","41704",1217
"2021","41704",1229
"2022","41704",1245
"2023","41704",1262
"2024","41704",1233
"2025","41704",1205
"2002","41705",1568
"2003","41705",1556
"2004","41705",1548
"2005","41705",1572
"2006","41705",1576
"2007","41705",1576
"2008","41705",1581
"2009","41705",1579
"2010","41705",1595
"2011","41705",1586
"2012","41705",1599
"2013","41705",1604
"2014","41705",1637
"2015","41705",1669
"2016","41705",1672
"2017","41705",1702
"2018","41705",1715
"2019","41705",1729
"2020","41705",1720
"2021","41705",1776
"2022","41705",1818
"2023","41705",1850
"2024","41705",1886
"2025","41705",1873
"2002","41706",993
"2003","41706",1008
"2004","41706",974
"2005","41706",996
"2006","41706",987
"2007","41706",981
"2008","41706",991
"2009","41706",1007
"2010","41706",1002
"2011","41706",995
"2012","41706",1004
"2013","41706",991
"2014","41706",998
"2015","41706",1013
"2016","41706",1028
"2017","41706",1037
"2018","41706",1044
"2019","41706",1059
"2020","41706",1072
"2021","41706",1070
"2022","41706",1114
"2023","41706",1138
"2024","41706",1125
"2025","41706",1148
"2002","41707",1540
"2003","41707",1541
"2004","41707",1544
"2005","41707",1540
"2006","41707",1528
"2007","41707",1546
"2008","41707",1571
"2009","41707",1594
"2010","41707",1628
"2011","41707",1632
"2012","41707",1692
"2013","41707",1722
"2014","41707",1759
"2015","41707",1791
"2016","41707",1807
"2017","41707",1845
"2018","41707",1857
"2019","41707",1833
"2020","41707",1857
"2021","41707",1888
"2022","41707",1897
"2023","41707",1905
"2024","41707",1942
"2025","41707",1951
"2002","41708",870
"2003","41708",885
"2004","41708",885
"2005","41708",909
"2006","41708",925
"2007","41708",922
"2008","41708",938
"2009","41708",919
"2010","41708",909
"2011","41708",920
"2012","41708",941
"2013","41708",957
"2014","41708",949
"2015","41708",949
"2016","41708",952
"2017","41708",986
"2018","41708",976
"2019","41708",987
"2020","41708",973
"2021","41708",969
"2022","41708",993
"2023","41708",1007
"2024","41708",1007
"2025","41708",1004
"2002","41709",5089
"2003","41709",5028
"2004","41709",5007
"2005","41709",4990
"2006","41709",4945
"2007","41709",4952
"2008","41709",4904
"2009","41709",4878
"2010","41709",4847
"2011","41709",4808
"2012","41709",4799
"2013","41709",4795
"2014","41709",4818
"2015","41709",4841
"2016","41709",4912
"2017","41709",4828
"2018","41709",4842
"2019","41709",4889
"2020","41709",4900
"2021","41709",4884
"2022","41709",5175
"2023","41709",5202
"2024","41709",4916
"2025","41709",4965
"2002","41710",3512
"2003","41710",3544
"2004","41710",3571
"2005","41710",3529
"2006","41710",3575
"2007","41710",3531
"2008","41710",3535
"2009","41710",3521
"2010","41710",3514
"2011","41710",3499
"2012","41710",3498
"2013","41710",3501
"2014","41710",3610
"2015","41710",3666
"2016","41710",3707
"2017","41710",3673
"2018","41710",3636
"2019","41710",3665
"2020","41710",3690
"2021","41710",3757
"2022","41710",3798
"2023","41710",3804
"2024","41710",3868
"2025","41710",3868
"2002","41711",2500
"2003","41711",2513
