"jahr","gemnr","pop","bi_zu","bi_weg","au_zu","au_weg","bi_saldo","au_saldo","bld"
2007,30722,1081,63,36,13,8,27,5,"3"
2008,30722,1111,54,35,18,8,19,10,"3"
2009,30722,1137,45,36,10,12,9,-2,"3"
2010,30722,1142,52,55,13,9,-3,4,"3"
2011,30722,1138,45,52,19,15,-7,4,"3"
2012,30722,1133,52,43,10,15,9,-5,"3"
2013,30722,1132,58,41,12,12,17,0,"3"
2014,30722,1156,46,41,16,5,5,11,"3"
2015,30722,1164,42,39,11,11,3,0,"3"
2016,30722,1161,42,47,7,9,-5,-2,"3"
2017,30722,1148,66,48,6,6,18,0,"3"
2018,30722,1159,77,56,5,6,21,-1,"3"
2019,30722,1181,45,54,7,4,-9,3,"3"
2020,30722,1175,55,32,6,3,23,3,"3"
2021,30722,1203,62,38,18,10,24,8,"3"
2022,30722,1227,57,43,20,15,14,5,"3"
2023,30722,1246,43,51,7,8,-8,-1,"3"
2002,30724,1770,105,60,10,3,45,7,"3"
2003,30724,1819,66,65,7,0,1,7,"3"
2004,30724,1836,69,53,12,5,16,7,"3"
2005,30724,1865,80,84,7,6,-4,1,"3"
2006,30724,1867,75,36,4,3,39,1,"3"
2007,30724,1908,61,54,9,4,7,5,"3"
2008,30724,1921,50,69,12,2,-19,10,"3"
2009,30724,1912,75,62,10,10,13,0,"3"
2010,30724,1927,48,41,19,18,7,1,"3"
2011,30724,1941,68,81,14,18,-13,-4,"3"
2012,30724,1933,83,75,11,10,8,1,"3"
2013,30724,1949,56,76,6,7,-20,-1,"3"
2014,30724,1922,103,83,6,10,20,-4,"3"
2015,30724,1938,104,80,14,9,24,5,"3"
2016,30724,1967,57,79,15,8,-22,7,"3"
2017,30724,1950,78,58,5,19,20,-14,"3"
2018,30724,1947,104,52,8,4,52,4,"3"
2019,30724,2001,119,66,12,5,53,7,"3"
2020,30724,2062,100,68,3,1,32,2,"3"
2021,30724,2103,117,65,12,4,52,8,"3"
2022,30724,2162,108,86,94,42,22,52,"3"
2023,30724,2250,79,81,12,25,-2,-13,"3"
2002,30726,2640,95,86,13,12,9,1,"3"
2003,30726,2646,90,76,11,10,14,1,"3"
2004,30726,2656,120,87,20,13,33,7,"3"
2005,30726,2703,89,89,6,6,0,0,"3"
2006,30726,2700,110,86,12,13,24,-1,"3"
2007,30726,2720,100,86,11,12,14,-1,"3"
2008,30726,2726,111,92,8,7,19,1,"3"
2009,30726,2745,110,98,7,9,12,-2,"3"
2010,30726,2748,116,98,13,10,18,3,"3"
2011,30726,2763,113,96,8,10,17,-2,"3"
2012,30726,2784,110,112,6,8,-2,-2,"3"
2013,30726,2780,118,82,8,14,36,-6,"3"
2014,30726,2801,115,113,14,10,2,4,"3"
2015,30726,2812,122,107,20,14,15,6,"3"
2016,30726,2815,136,90,19,7,46,12,"3"
2017,30726,2863,121,82,13,17,39,-4,"3"
2018,30726,2886,138,113,11,7,25,4,"3"
2019,30726,2922,129,84,23,5,45,18,"3"
2020,30726,2984,138,121,15,12,17,3,"3"
2021,30726,3005,70,105,15,18,-35,-3,"3"
2022,30726,2962,107,134,43,23,-27,20,"3"
2023,30726,2955,113,116,14,13,-3,1,"3"
2002,30728,750,15,24,2,1,-9,1,"3"
2003,30728,739,36,40,6,2,-4,4,"3"
2004,30728,737,28,34,5,2,-6,3,"3"
2005,30728,730,33,16,1,5,17,-4,"3"
2006,30728,735,53,27,12,1,26,11,"3"
2007,30728,776,27,17,4,5,10,-1,"3"
2008,30728,785,19,26,34,0,-7,34,"3"
2009,30728,806,27,17,35,6,10,29,"3"
2010,30728,848,17,27,42,6,-10,36,"3"
2011,30728,868,18,38,32,11,-20,21,"3"
2012,30728,870,28,28,36,17,0,19,"3"
2013,30728,896,29,32,55,12,-3,43,"3"
2014,30728,945,16,30,41,20,-14,21,"3"
2015,30728,947,31,35,61,14,-4,47,"3"
2016,30728,1001,35,34,31,31,1,0,"3"
2017,30728,1006,17,37,50,10,-20,40,"3"
2018,30728,1032,45,28,69,23,17,46,"3"
2019,30728,1094,39,25,61,17,14,44,"3"
2020,30728,1146,33,38,54,22,-5,32,"3"
2021,30728,1176,36,49,41,23,-13,18,"3"
2022,30728,1179,45,47,115,44,-2,71,"3"
2023,30728,1245,36,44,31,29,-8,2,"3"
2002,30729,3455,114,132,37,19,-18,18,"3"
2003,30729,3452,118,123,43,13,-5,30,"3"
2004,30729,3491,127,130,14,22,-3,-8,"3"
2005,30729,3486,155,121,27,13,34,14,"3"
2006,30729,3548,246,168,28,19,78,9,"3"
2007,30729,3650,183,125,31,15,58,16,"3"
2008,30729,3738,165,160,24,20,5,4,"3"
2009,30729,3752,155,168,28,13,-13,15,"3"
2010,30729,3761,183,164,27,15,19,12,"3"
2011,30729,3823,165,157,46,24,8,22,"3"
2012,30729,3868,168,157,59,45,11,14,"3"
2013,30729,3900,183,190,39,39,-7,0,"3"
2014,30729,3900,160,181,48,21,-21,27,"3"
2015,30729,3930,162,199,59,33,-37,26,"3"
2016,30729,3929,140,179,54,34,-39,20,"3"
2017,30729,3920,138,186,35,19,-48,16,"3"
2018,30729,3904,231,211,38,36,20,2,"3"
2019,30729,3934,239,210,37,32,29,5,"3"
2020,30729,3958,244,193,34,42,51,-8,"3"
2021,30729,4006,218,181,43,40,37,3,"3"
2022,30729,4050,244,177,52,46,67,6,"3"
2023,30729,4128,368,226,65,35,142,30,"3"
2002,30730,4376,155,198,58,16,-43,42,"3"
2003,30730,4372,163,194,26,20,-31,6,"3"
2004,30730,4347,224,186,50,37,38,13,"3"
2005,30730,4417,211,182,48,28,29,20,"3"
2006,30730,4447,284,184,49,32,100,17,"3"
2007,30730,4551,220,205,46,30,15,16,"3"
2008,30730,4567,281,203,67,26,78,41,"3"
2009,30730,4671,316,207,54,43,109,11,"3"
2010,30730,4767,212,164,55,59,48,-4,"3"
2011,30730,4805,239,228,70,51,11,19,"3"
2012,30730,4822,294,245,66,40,49,26,"3"
2013,30730,4898,444,227,73,54,217,19,"3"
2014,30730,5150,297,222,86,38,75,48,"3"
2015,30730,5291,263,235,58,35,28,23,"3"
2016,30730,5347,335,246,87,41,89,46,"3"
2017,30730,5493,321,267,97,61,54,36,"3"
2018,30730,5583,339,284,72,64,55,8,"3"
2019,30730,5646,245,317,64,64,-72,0,"3"
2020,30730,5572,255,278,80,63,-23,17,"3"
2021,30730,5578,243,214,65,60,29,5,"3"
2022,30730,5593,316,230,123,71,86,52,"3"
2023,30730,5714,296,251,76,71,45,5,"3"
2002,30731,2217,113,104,10,8,9,2,"3"
2003,30731,2227,132,129,18,8,3,10,"3"
2004,30731,2248,174,121,21,14,53,7,"3"
2005,30731,2304,251,120,36,17,131,19,"3"
2006,30731,2461,200,126,23,7,74,16,"3"
2007,30731,2578,213,128,16,20,85,-4,"3"
2008,30731,2666,203,119,28,16,84,12,"3"
2009,30731,2781,173,111,18,18,62,0,"3"
2010,30731,2855,151,126,27,17,25,10,"3"
2011,30731,2895,172,127,14,19,45,-5,"3"
2012,30731,2948,175,164,21,24,11,-3,"3"
2013,30731,2965,113,123,21,7,-10,14,"3"
2014,30731,2983,180,138,37,23,42,14,"3"
2015,30731,3053,193,157,51,11,36,40,"3"
2016,30731,3139,247,164,40,34,83,6,"3"
2017,30731,3236,352,168,51,31,184,20,"3"
2018,30731,3461,258,206,31,25,52,6,"3"
2019,30731,3541,192,181,49,16,11,33,"3"
2020,30731,3612,213,185,34,46,28,-12,"3"
2021,30731,3639,175,182,88,45,-7,43,"3"
2022,30731,3697,168,256,118,41,-88,77,"3"
2023,30731,3702,156,179,31,43,-23,-12,"3"
2002,30732,5467,206,164,43,17,42,26,"3"
2003,30732,5517,340,167,46,25,173,21,"3"
2004,30732,5683,349,170,41,15,179,26,"3"
2005,30732,5877,302,187,49,29,115,20,"3"
2006,30732,5967,315,183,64,65,132,-1,"3"
2007,30732,6081,443,207,66,37,236,29,"3"
2008,30732,6308,350,219,36,39,131,-3,"3"
2009,30732,6407,374,280,31,34,94,-3,"3"
2010,30732,6456,336,228,37,42,108,-5,"3"
2011,30732,6543,497,261,65,37,236,28,"3"
2012,30732,6757,391,256,71,47,135,24,"3"
2013,30732,6869,340,260,76,48,80,28,"3"
2014,30732,6937,315,288,90,48,27,42,"3"
2015,30732,6959,562,265,153,63,297,90,"3"
2016,30732,7276,440,328,111,55,112,56,"3"
2017,30732,7415,381,396,77,51,-15,26,"3"
2018,30732,7375,452,344,49,74,108,-25,"3"
2019,30732,7399,527,417,54,73,110,-19,"3"
2020,30732,7443,461,289,57,48,172,9,"3"
2021,30732,7569,563,294,50,37,269,13,"3"
2022,30732,7828,512,329,129,85,183,44,"3"
2023,30732,7994,498,287,77,57,211,20,"3"
2002,30733,875,24,42,3,3,-18,0,"3"
2003,30733,856,35,40,9,2,-5,7,"3"
2004,30733,857,37,49,3,5,-12,-2,"3"
2005,30733,839,41,43,2,3,-2,-1,"3"
2006,30733,833,42,62,3,4,-20,-1,"3"
2007,30733,814,34,42,2,3,-8,-1,"3"
2008,30733,797,34,41,8,1,-7,7,"3"
2009,30733,791,40,29,4,4,11,0,"3"
2010,30733,799,40,43,3,5,-3,-2,"3"
2011,30733,787,50,41,11,6,9,5,"3"
2012,30733,803,53,54,3,4,-1,-1,"3"
2013,30733,800,110,56,10,7,54,3,"3"
2014,30733,856,65,44,20,6,21,14,"3"
2015,30733,894,64,75,17,9,-11,8,"3"
2016,30733,902,63,53,16,4,10,12,"3"
2017,30733,920,42,62,12,7,-20,5,"3"
2018,30733,907,40,53,20,5,-13,15,"3"
2019,30733,915,46,57,16,9,-11,7,"3"
2020,30733,906,90,30,14,8,60,6,"3"
2021,30733,970,42,46,4,11,-4,-7,"3"
2022,30733,957,66,67,23,10,-1,13,"3"
2023,30733,974,25,47,26,11,-22,15,"3"
2002,30734,1449,90,73,17,11,17,6,"3"
2003,30734,1474,66,89,18,9,-23,9,"3"
2004,30734,1456,117,53,21,8,64,13,"3"
2005,30734,1530,93,68,31,10,25,21,"3"
2006,30734,1582,92,80,13,8,12,5,"3"
2007,30734,1602,84,62,13,9,22,4,"3"
2008,30734,1628,104,94,11,17,10,-6,"3"
2009,30734,1638,98,81,26,18,17,8,"3"
2010,30734,1665,101,85,28,23,16,5,"3"
2011,30734,1689,65,94,22,13,-29,9,"3"
2012,30734,1667,86,87,25,11,-1,14,"3"
2013,30734,1681,57,92,27,16,-35,11,"3"
2014,30734,1652,91,78,27,18,13,9,"3"
2015,30734,1687,87,95,40,14,-8,26,"3"
2016,30734,1711,211,100,33,12,111,21,"3"
2017,30734,1842,164,123,17,16,41,1,"3"
2018,30734,1886,115,98,20,14,17,6,"3"
2019,30734,1915,78,93,32,19,-15,13,"3"
2020,30734,1918,71,79,14,16,-8,-2,"3"
2021,30734,1905,96,93,15,17,3,-2,"3"
2022,30734,1901,88,74,57,28,14,29,"3"
2023,30734,1942,99,79,14,23,20,-9,"3"
2002,30735,3550,245,141,19,12,104,7,"3"
2003,30735,3653,243,127,36,12,116,24,"3"
2004,30735,3797,318,139,31,10,179,21,"3"
2005,30735,4011,162,155,41,18,7,23,"3"
2006,30735,4046,281,140,28,17,141,11,"3"
2007,30735,4201,277,159,22,21,118,1,"3"
2008,30735,4332,285,178,18,22,107,-4,"3"
2009,30735,4433,275,154,32,32,121,0,"3"
2010,30735,4556,281,181,29,19,100,10,"3"
2011,30735,4697,249,183,28,26,66,2,"3"
2012,30735,4776,208,200,38,21,8,17,"3"
2013,30735,4816,321,214,63,24,107,39,"3"
2014,30735,4957,241,207,45,43,34,2,"3"
2015,30735,4986,265,242,41,24,23,17,"3"
2016,30735,5039,291,258,24,26,33,-2,"3"
2017,30735,5081,258,276,40,34,-18,6,"3"
2018,30735,5078,287,240,38,38,47,0,"3"
2019,30735,5135,274,208,52,28,66,24,"3"
2020,30735,5230,235,230,33,26,5,7,"3"
2021,30735,5250,279,254,41,32,25,9,"3"
2022,30735,5288,364,244,73,42,120,31,"3"
2023,30735,5448,297,256,57,65,41,-8,"3"
2002,30736,1911,102,81,13,13,21,0,"3"
2003,30736,1932,116,110,7,12,6,-5,"3"
2004,30736,1932,170,115,26,8,55,18,"3"
2005,30736,2008,123,125,35,11,-2,24,"3"
2006,30736,2025,139,117,33,11,22,22,"3"
2007,30736,2069,106,130,22,14,-24,8,"3"
2008,30736,2047,127,117,39,30,10,9,"3"
2009,30736,2068,125,118,37,29,7,8,"3"
2010,30736,2077,111,132,19,23,-21,-4,"3"
2011,30736,2045,146,123,26,21,23,5,"3"
2012,30736,2074,88,112,33,28,-24,5,"3"
2013,30736,2041,128,119,34,16,9,18,"3"
2014,30736,2051,169,152,54,22,17,32,"3"
2015,30736,2072,183,154,59,22,29,37,"3"
2016,30736,2108,163,114,25,23,49,2,"3"
2017,30736,2117,197,151,29,25,46,4,"3"
2018,30736,2129,231,145,27,28,86,-1,"3"
2019,30736,2184,189,147,20,32,42,-12,"3"
2020,30736,2179,153,133,21,14,20,7,"3"
2021,30736,2156,200,120,20,19,80,1,"3"
2022,30736,2193,209,161,75,42,48,33,"3"
2023,30736,2235,220,147,30,35,73,-5,"3"
2002,30737,1513,42,54,4,0,-12,4,"3"
2003,30737,1499,83,64,5,0,19,5,"3"
2004,30737,1522,58,47,5,6,11,-1,"3"
2005,30737,1537,67,72,4,1,-5,3,"3"
2006,30737,1541,89,51,5,4,38,1,"3"
2007,30737,1587,109,69,3,2,40,1,"3"
2008,30737,1630,72,76,2,8,-4,-6,"3"
2009,30737,1622,68,75,4,3,-7,1,"3"
2010,30737,1610,93,99,10,10,-6,0,"3"
2011,30737,1610,82,78,17,6,4,11,"3"
2012,30737,1627,71,63,8,4,8,4,"3"
2013,30737,1644,100,103,18,9,-3,9,"3"
2014,30737,1648,88,58,16,3,30,13,"3"
2015,30737,1691,86,76,19,11,10,8,"3"
2016,30737,1716,131,85,11,15,46,-4,"3"
2017,30737,1765,88,88,17,12,0,5,"3"
2018,30737,1777,95,69,12,10,26,2,"3"
2019,30737,1808,58,80,5,15,-22,-10,"3"
2020,30737,1775,72,67,10,10,5,0,"3"
2021,30737,1778,81,64,13,11,17,2,"3"
2022,30737,1804,96,96,15,11,0,4,"3"
2023,30737,1809,82,81,10,12,1,-2,"3"
2002,30738,612,32,35,8,10,-3,-2,"3"
2003,30738,608,34,21,4,2,13,2,"3"
2004,30738,629,29,31,6,4,-2,2,"3"
2005,30738,627,55,49,5,3,6,2,"3"
2006,30738,636,23,20,2,3,3,-1,"3"
2007,30738,640,24,19,7,4,5,3,"3"
2008,30738,648,45,35,14,9,10,5,"3"
2009,30738,671,28,38,7,12,-10,-5,"3"
2010,30738,652,27,17,4,11,10,-7,"3"
2011,30738,657,10,19,7,1,-9,6,"3"
2012,30738,656,25,22,13,7,3,6,"3"
2013,30738,667,28,18,4,8,10,-4,"3"
2014,30738,673,26,20,8,5,6,3,"3"
2015,30738,685,42,25,12,10,17,2,"3"
2016,30738,707,54,28,12,20,26,-8,"3"
2017,30738,734,33,31,7,9,2,-2,"3"
2018,30738,742,40,30,3,5,10,-2,"3"
2019,30738,754,45,29,6,10,16,-4,"3"
2020,30738,772,54,37,3,21,17,-18,"3"
2021,30738,775,46,34,3,2,12,1,"3"
2022,30738,789,55,28,20,8,27,12,"3"
2023,30738,831,32,51,6,11,-19,-5,"3"
2002,30739,1759,103,72,20,22,31,-2,"3"
2003,30739,1798,68,61,10,9,7,1,"3"
2004,30739,1816,89,90,18,9,-1,9,"3"
2005,30739,1837,71,68,23,9,3,14,"3"
2006,30739,1862,72,80,22,7,-8,15,"3"
2007,30739,1873,87,73,18,12,14,6,"3"
2008,30739,1898,110,92,11,10,18,1,"3"
2009,30739,1917,106,96,27,10,10,17,"3"
2010,30739,1952,80,97,14,18,-17,-4,"3"
2011,30739,1942,72,109,15,10,-37,5,"3"
2012,30739,1906,130,100,16,18,30,-2,"3"
2013,30739,1939,141,121,8,5,20,3,"3"
2014,30739,1963,142,94,18,10,48,8,"3"
2015,30739,2026,115,108,25,11,7,14,"3"
2016,30739,2048,149,94,21,21,55,0,"3"
2017,30739,2115,140,92,20,8,48,12,"3"
2018,30739,2180,104,113,23,14,-9,9,"3"
2019,30739,2189,97,98,26,15,-1,11,"3"
2020,30739,2208,130,142,25,13,-12,12,"3"
2021,30739,2220,145,130,40,28,15,12,"3"
2022,30739,2250,141,126,57,21,15,36,"3"
2023,30739,2308,104,116,38,29,-12,9,"3"
2002,30740,15361,613,514,151,127,99,24,"3"
2003,30740,15453,647,561,156,108,86,48,"3"
2004,30740,15571,747,617,226,124,130,102,"3"
2005,30740,15800,672,627,227,128,45,99,"3"
2006,30740,15948,603,589,154,132,14,22,"3"
2007,30740,16012,751,589,154,103,162,51,"3"
2008,30740,16193,759,661,143,114,98,29,"3"
2009,30740,16283,760,667,159,172,93,-13,"3"
2010,30740,16316,640,707,202,136,-67,66,"3"
2011,30740,16320,749,613,245,148,136,97,"3"
2012,30740,16546,809,664,257,159,145,98,"3"
2013,30740,16805,801,708,341,178,93,163,"3"
2014,30740,17032,774,774,300,209,0,91,"3"
2015,30740,17154,1019,1112,794,180,-93,614,"3"
2016,30740,17674,1116,949,376,267,167,109,"3"
2017,30740,17999,988,1073,353,249,-85,104,"3"
2018,30740,18026,1446,852,361,403,594,-42,"3"
2019,30740,18564,1798,974,430,274,824,156,"3"
2020,30740,19570,1971,2636,1747,311,-665,1436,"3"
2021,30740,20375,1428,3871,3091,326,-2443,2765,"3"
2022,30740,20763,1236,2416,1861,319,-1180,1542,"3"
2023,30740,21166,1109,3590,2851,325,-2481,2526,"3"
2002,30741,1463,63,72,11,6,-9,5,"3"
2003,30741,1457,59,75,13,14,-16,-1,"3"
2004,30741,1433,70,66,26,11,4,15,"3"
2005,30741,1456,88,64,21,7,24,14,"3"
2006,30741,1486,106,73,24,26,33,-2,"3"
2007,30741,1514,82,70,20,9,12,11,"3"
2008,30741,1536,96,80,38,15,16,23,"3"
2009,30741,1573,98,89,16,18,9,-2,"3"
2010,30741,1583,100,92,6,25,8,-19,"3"
2011,30741,1572,71,62,13,12,9,1,"3"
2012,30741,1579,109,91,23,8,18,15,"3"
2013,30741,1610,64,74,20,19,-10,1,"3"
2014,30741,1597,100,81,9,15,19,-6,"3"
2015,30741,1616,123,69,22,8,54,14,"3"
2016,30741,1679,101,66,17,7,35,10,"3"
2017,30741,1730,92,90,10,12,2,-2,"3"
2018,30741,1744,89,87,9,14,2,-5,"3"
2019,30741,1748,78,83,12,9,-5,3,"3"
2020,30741,1751,72,73,11,17,-1,-6,"3"
2021,30741,1743,62,81,7,15,-19,-8,"3"
2022,30741,1711,73,100,13,9,-27,4,"3"
2023,30741,1689,61,84,33,9,-23,24,"3"
2002,30801,197,7,6,12,8,1,4,"3"
2003,30801,200,10,11,9,10,-1,-1,"3"
2004,30801,201,4,15,29,31,-11,-2,"3"
2005,30801,186,4,5,34,34,-1,0,"3"
2006,30801,183,6,13,25,21,-7,4,"3"
2007,30801,182,13,10,30,21,3,9,"3"
2008,30801,196,8,3,27,31,5,-4,"3"
2009,30801,198,5,13,16,12,-8,4,"3"
2010,30801,199,4,15,12,14,-11,-2,"3"
2011,30801,185,10,12,24,16,-2,8,"3"
2012,30801,190,2,4,30,23,-2,7,"3"
2013,30801,194,8,6,16,22,2,-6,"3"
2014,30801,191,2,5,26,13,-3,13,"3"
2015,30801,201,18,7,10,12,11,-2,"3"
2016,30801,210,9,8,2,9,1,-7,"3"
2017,30801,206,6,8,10,8,-2,2,"3"
2018,30801,207,6,8,1,3,-2,-2,"3"
2019,30801,205,5,7,1,9,-2,-8,"3"
2020,30801,196,4,4,2,0,0,2,"3"
2021,30801,198,5,7,3,5,-2,-2,"3"
2022,30801,196,7,5,29,1,2,28,"3"
2023,30801,226,10,6,16,22,4,-6,"3"
2002,30802,116,3,4,6,6,-1,0,"3"
2003,30802,116,6,2,5,7,4,-2,"3"
2004,30802,119,2,0,7,8,2,-1,"3"
2005,30802,121,2,1,0,3,1,-3,"3"
2006,30802,117,6,10,3,2,-4,1,"3"
2007,30802,115,11,3,2,1,8,1,"3"
2008,30802,124,13,7,5,8,6,-3,"3"
2009,30802,127,32,37,43,34,-5,9,"3"
2010,30802,131,7,20,27,14,-13,13,"3"
2011,30802,131,9,7,48,50,2,-2,"3"
2012,30802,129,2,8,55,45,-6,10,"3"
2013,30802,133,8,11,54,55,-3,-1,"3"
2014,30802,130,9,7,65,52,2,13,"3"
2015,30802,147,2,8,4,16,-6,-12,"3"
2016,30802,130,5,1,0,1,4,-1,"3"
2017,30802,133,11,8,2,1,3,1,"3"
2018,30802,137,13,14,38,33,-1,5,"3"
2019,30802,141,7,12,29,25,-5,4,"3"
2020,30802,141,6,17,27,28,-11,-1,"3"
2021,30802,127,17,0,58,51,17,7,"3"
2022,30802,148,13,5,36,37,8,-1,"3"
2023,30802,154,14,11,55,42,3,13,"3"
2002,30803,3205,168,156,33,29,12,4,"3"
2003,30803,3228,156,113,22,13,43,9,"3"
2004,30803,3277,145,129,23,10,16,13,"3"
2005,30803,3301,152,178,31,7,-26,24,"3"
2006,30803,3286,146,170,12,7,-24,5,"3"
2007,30803,3265,153,161,17,17,-8,0,"3"
2008,30803,3254,169,166,18,11,3,7,"3"
2009,30803,3263,172,172,22,16,0,6,"3"
2010,30803,3267,169,172,29,22,-3,7,"3"
2011,30803,3272,131,129,19,24,2,-5,"3"
2012,30803,3269,178,152,23,21,26,2,"3"
2013,30803,3298,219,173,34,20,46,14,"3"
2014,30803,3350,168,190,30,19,-22,11,"3"
2015,30803,3348,181,169,24,37,12,-13,"3"
2016,30803,3343,200,160,36,27,40,9,"3"
2017,30803,3383,174,163,35,29,11,6,"3"
2018,30803,3384,149,171,20,16,-22,4,"3"
2019,30803,3366,184,135,31,23,49,8,"3"
2020,30803,3417,222,193,17,26,29,-9,"3"
2021,30803,3436,185,170,20,20,15,0,"3"
2022,30803,3446,208,192,43,29,16,14,"3"
2023,30803,3465,224,182,20,20,42,0,"3"
2002,30804,1852,47,56,16,6,-9,10,"3"
2003,30804,1848,59,63,7,8,-4,-1,"3"
2004,30804,1835,66,63,15,6,3,9,"3"
2005,30804,1852,57,50,9,5,7,4,"3"
2006,30804,1861,54,57,13,17,-3,-4,"3"
2007,30804,1854,43,32,10,15,11,-5,"3"
2008,30804,1851,39,48,11,13,-9,-2,"3"
2009,30804,1849,37,71,22,11,-34,11,"3"
2010,30804,1814,55,58,38,22,-3,16,"3"
2011,30804,1825,62,43,24,18,19,6,"3"
2012,30804,1856,60,55,9,14,5,-5,"3"
2013,30804,1851,67,44,28,19,23,9,"3"
2014,30804,1886,47,70,30,20,-23,10,"3"
2015,30804,1871,121,74,25,22,47,3,"3"
2016,30804,1923,81,58,16,28,23,-12,"3"
2017,30804,1924,109,90,27,32,19,-5,"3"
2018,30804,1932,99,85,33,23,14,10,"3"
2019,30804,1958,78,116,26,26,-38,0,"3"
2020,30804,1922,94,75,23,26,19,-3,"3"
2021,30804,1930,91,59,15,20,32,-5,"3"
2022,30804,1954,87,84,32,14,3,18,"3"
2023,30804,1977,76,71,28,13,5,15,"3"
2002,30805,1536,57,45,10,19,12,-9,"3"
2003,30805,1527,60,51,6,7,9,-1,"3"
2004,30805,1532,55,63,10,7,-8,3,"3"
2005,30805,1521,64,62,16,8,2,8,"3"
2006,30805,1529,77,57,12,10,20,2,"3"
2007,30805,1551,79,43,35,7,36,28,"3"
2008,30805,1607,97,67,17,10,30,7,"3"
2009,30805,1655,86,76,15,21,10,-6,"3"
2010,30805,1651,72,63,9,10,9,-1,"3"
2011,30805,1669,65,50,10,6,15,4,"3"
2012,30805,1687,76,99,14,6,-23,8,"3"
2013,30805,1676,72,86,11,9,-14,2,"3"
2014,30805,1661,87,87,11,13,0,-2,"3"
2015,30805,1658,78,74,19,10,4,9,"3"
2016,30805,1661,66,68,5,9,-2,-4,"3"
2017,30805,1661,66,58,5,10,8,-5,"3"
2018,30805,1671,69,73,4,5,-4,-1,"3"
2019,30805,1669,96,75,8,10,21,-2,"3"
2020,30805,1683,168,68,3,6,100,-3,"3"
2021,30805,1774,97,71,3,5,26,-2,"3"
2022,30805,1791,65,87,24,5,-22,19,"3"
2023,30805,1789,65,80,9,18,-15,-9,"3"
2002,30808,6833,291,285,52,55,6,-3,"3"
2003,30808,6827,361,282,69,33,79,36,"3"
2004,30808,6937,366,290,68,61,76,7,"3"
2005,30808,7012,474,276,78,67,198,11,"3"
2006,30808,7221,442,306,86,91,136,-5,"3"
2007,30808,7353,436,319,80,64,117,16,"3"
2008,30808,7484,402,304,71,46,98,25,"3"
2009,30808,7623,432,331,56,47,101,9,"3"
2010,30808,7739,394,356,81,54,38,27,"3"
2011,30808,7826,389,335,97,76,54,21,"3"
2012,30808,7907,430,330,87,55,100,32,"3"
2013,30808,8036,407,376,75,63,31,12,"3"
2014,30808,8083,442,371,93,71,71,22,"3"
2015,30808,8187,444,416,133,101,28,32,"3"
2016,30808,8229,580,338,101,91,242,10,"3"
2017,30808,8503,498,403,100,95,95,5,"3"
2018,30808,8651,554,452,97,82,102,15,"3"
2019,30808,8792,492,420,124,71,72,53,"3"
2020,30808,8960,505,449,106,111,56,-5,"3"
2021,30808,9018,533,455,102,95,78,7,"3"
2022,30808,9126,537,525,125,94,12,31,"3"
2023,30808,9174,448,425,128,101,23,27,"3"
2002,30810,1171,49,35,13,11,14,2,"3"
2003,30810,1179,56,63,8,13,-7,-5,"3"
2004,30810,1162,54,42,14,16,12,-2,"3"
2005,30810,1164,46,48,7,4,-2,3,"3"
2006,30810,1159,60,59,7,3,1,4,"3"
2007,30810,1172,57,50,8,6,7,2,"3"
2008,30810,1183,46,62,15,10,-16,5,"3"
2009,30810,1172,63,49,10,7,14,3,"3"
2010,30810,1180,40,44,7,14,-4,-7,"3"
2011,30810,1162,42,59,10,19,-17,-9,"3"
2012,30810,1129,50,37,15,18,13,-3,"3"
2013,30810,1130,41,46,7,12,-5,-5,"3"
2014,30810,1123,39,53,8,3,-14,5,"3"
2015,30810,1112,32,47,8,6,-15,2,"3"
2016,30810,1101,76,45,8,6,31,2,"3"
2017,30810,1128,48,43,8,9,5,-1,"3"
2018,30810,1132,45,54,4,8,-9,-4,"3"
2019,30810,1112,67,49,2,3,18,-1,"3"
2020,30810,1128,33,49,2,2,-16,0,"3"
2021,30810,1106,60,75,16,4,-15,12,"3"
2022,30810,1096,90,96,55,15,-6,40,"3"
2023,30810,1119,113,70,14,30,43,-16,"3"
2002,30811,2210,81,70,3,11,11,-8,"3"
2003,30811,2210,95,67,4,8,28,-4,"3"
2004,30811,2234,100,84,10,7,16,3,"3"
2005,30811,2249,65,60,13,5,5,8,"3"
2006,30811,2254,87,116,6,6,-29,0,"3"
2007,30811,2221,78,63,7,3,15,4,"3"
2008,30811,2234,121,91,17,17,30,0,"3"
2009,30811,2256,84,76,7,14,8,-7,"3"
2010,30811,2233,101,88,9,6,13,3,"3"
2011,30811,2255,123,112,7,10,11,-3,"3"
2012,30811,2270,116,133,14,12,-17,2,"3"
2013,30811,2254,128,121,12,8,7,4,"3"
2014,30811,2261,111,94,9,10,17,-1,"3"
2015,30811,2268,105,122,10,7,-17,3,"3"
2016,30811,2258,78,74,15,5,4,10,"3"
2017,30811,2255,97,85,7,9,12,-2,"3"
2018,30811,2267,95,114,3,13,-19,-10,"3"
2019,30811,2228,103,93,10,7,10,3,"3"
2020,30811,2237,92,69,7,12,23,-5,"3"
2021,30811,2250,120,93,16,12,27,4,"3"
2022,30811,2272,72,113,38,29,-41,9,"3"
2023,30811,2239,133,111,11,16,22,-5,"3"
2002,30812,810,35,40,2,3,-5,-1,"3"
2003,30812,805,34,31,9,4,3,5,"3"
2004,30812,814,35,31,10,4,4,6,"3"
